BRH_region,ISOalpha3code,Country,date,year,debtpctgdp,dsa,sovrate,dsp_pctexp,reserves_mthimp,erdep,inflation,wb_incgroup
East Asia,KHM,Cambodia,01/12/2019,2019,28.22,,7.00,1.43,8.10,1.14,3.07,Lower middle income
East Asia,KHM,Cambodia,01/01/2020,2020,,,,,10.32,1.76,3.58,
East Asia,KHM,Cambodia,01/02/2020,2020,,,,,10.32,1.86,2.65,
East Asia,KHM,Cambodia,01/03/2020,2020,,,,,10.32,1.40,2.84,
East Asia,KHM,Cambodia,01/04/2020,2020,,,,,10.32,1.24,1.91,
East Asia,KHM,Cambodia,01/05/2020,2020,,,,,10.32,1.37,2.37,
East Asia,KHM,Cambodia,01/06/2020,2020,,,,,10.32,0.60,3.22,
East Asia,KHM,Cambodia,01/07/2020,2020,,,,,10.32,0.51,3.13,
East Asia,KHM,Cambodia,01/08/2020,2020,,,,,10.32,0.44,2.40,
East Asia,KHM,Cambodia,01/09/2020,2020,,,,,10.32,0.17,2.86,
East Asia,KHM,Cambodia,01/10/2020,2020,,,,,10.32,0.51,3.73,
East Asia,KHM,Cambodia,01/11/2020,2020,,,,,10.32,-0.03,3.70,
East Asia,KHM,Cambodia,01/12/2020,2020,34.37,,7.00,1.72,10.32,-0.45,2.88,Lower middle income
East Asia,KHM,Cambodia,01/01/2021,2021,,,,,7.02,-0.42,2.60,
East Asia,KHM,Cambodia,01/02/2021,2021,,,,,7.02,-0.13,1.73,
East Asia,KHM,Cambodia,01/03/2021,2021,,,,,7.02,0.09,2.08,
East Asia,KHM,Cambodia,01/04/2021,2021,,,,,7.02,-0.35,2.74,
East Asia,KHM,Cambodia,01/05/2021,2021,,,,,7.02,-0.46,2.99,
East Asia,KHM,Cambodia,01/06/2021,2021,,,,,7.02,0.17,2.74,
East Asia,KHM,Cambodia,01/07/2021,2021,,,,,7.02,0.15,3.33,
East Asia,KHM,Cambodia,01/08/2021,2021,,,,,7.02,0.31,3.40,
East Asia,KHM,Cambodia,01/09/2021,2021,,,,,7.02,0.32,2.96,
East Asia,KHM,Cambodia,01/10/2021,2021,,,,,7.02,0.10,2.95,
East Asia,KHM,Cambodia,01/11/2021,2021,,,,,7.02,0.77,3.79,
East Asia,KHM,Cambodia,01/12/2021,2021,35.88,Low,7.00,1.93,7.02,1.21,3.70,Lower middle income
East Asia,KHM,Cambodia,01/01/2022,2022,,,,,,0.76,4.10,
East Asia,KHM,Cambodia,01/02/2022,2022,,,,,,0.13,6.32,
East Asia,KHM,Cambodia,01/03/2022,2022,,,,,,-0.19,7.19,
East Asia,KHM,Cambodia,01/04/2022,2022,,,,,,-0.06,7.25,
East Asia,KHM,Cambodia,01/05/2022,2022,,,,,5.49,-0.15,7.17,
East Asia,KHM,Cambodia,01/06/2022,2022,,,,,,-0.36,7.81,
East Asia,KHM,Cambodia,01/07/2022,2022,,,,,,-0.27,5.38,
East Asia,KHM,Cambodia,01/08/2022,2022,,,,,,-0.35,4.94,
East Asia,KHM,Cambodia,01/09/2022,2022,,,,,,-0.14,4.44,
East Asia,KHM,Cambodia,01/10/2022,2022,,,,,,0.63,3.64,
East Asia,KHM,Cambodia,01/11/2022,2022,,,,,7.20,0.86,3.21,
East Asia,KHM,Cambodia,01/12/2022,2022,36.53,,,,6.50,0.13,2.86,Lower middle income
East Asia,KHM,Cambodia,01/01/2023,2023,,,,,,0.25,2.94,
East Asia,KHM,Cambodia,01/02/2023,2023,,,,,,,2.21,
East Asia,KHM,Cambodia,01/03/2023,2023,,,,,,,,
East Asia,KHM,Cambodia,01/04/2023,2023,,,,,,,,
East Asia,KHM,Cambodia,01/05/2023,2023,,,,,,,,
East Asia,KHM,Cambodia,01/06/2023,2023,,,,,,,,
East Asia,KHM,Cambodia,01/07/2023,2023,,,,,,,,
East Asia,KHM,Cambodia,01/08/2023,2023,,,,,,,,
East Asia,KHM,Cambodia,01/09/2023,2023,,,,,,,,
East Asia,KHM,Cambodia,01/10/2023,2023,,,,,,,,
East Asia,KHM,Cambodia,01/11/2023,2023,,,,,,,,
East Asia,KHM,Cambodia,01/12/2023,2023,,,,,,,,Lower middle income
East Asia,CHN,China,01/01/2000,2000,,,,,,0.00,,
East Asia,CHN,China,01/02/2000,2000,,,,,,0.00,0.70,
East Asia,CHN,China,01/03/2000,2000,,,,,,-0.01,,
East Asia,CHN,China,01/04/2000,2000,,,,,,0.00,,
East Asia,CHN,China,01/05/2000,2000,,,,,,0.00,0.10,
East Asia,CHN,China,01/06/2000,2000,,,,,,-0.01,0.50,
East Asia,CHN,China,01/07/2000,2000,,,,,,0.02,0.50,
East Asia,CHN,China,01/08/2000,2000,,,,,,0.03,0.30,
East Asia,CHN,China,01/09/2000,2000,,,,,,0.03,0.00,
East Asia,CHN,China,01/10/2000,2000,,,,,,0.01,0.00,
East Asia,CHN,China,01/11/2000,2000,,,,,,-0.01,1.30,
East Asia,CHN,China,01/12/2000,2000,22.99,,14.33,7.10,10.94,-0.03,1.50,Upper middle income
East Asia,CHN,China,01/01/2001,2001,,,,,,-0.02,1.20,
East Asia,CHN,China,01/02/2001,2001,,,,,,-0.01,0.00,
East Asia,CHN,China,01/03/2001,2001,,,,,,-0.01,0.80,
East Asia,CHN,China,01/04/2001,2001,,,,,,-0.03,1.60,
East Asia,CHN,China,01/05/2001,2001,,,,,,-0.01,1.70,
East Asia,CHN,China,01/06/2001,2001,,,,,,0.00,1.40,
East Asia,CHN,China,01/07/2001,2001,,,,,,-0.03,1.50,
East Asia,CHN,China,01/08/2001,2001,,,,,,-0.03,1.00,
East Asia,CHN,China,01/09/2001,2001,,,,,,-0.03,,
East Asia,CHN,China,01/10/2001,2001,,,,,,-0.02,0.20,
East Asia,CHN,China,01/11/2001,2001,,,,,,-0.01,,
East Asia,CHN,China,01/12/2001,2001,24.57,,14.33,6.09,12.63,0.00,,Upper middle income
East Asia,CHN,China,01/01/2002,2002,,,,,,-0.01,,
East Asia,CHN,China,01/02/2002,2002,,,,,,0.00,,
East Asia,CHN,China,01/03/2002,2002,,,,,,-0.01,,
East Asia,CHN,China,01/04/2002,2002,,,,,,0.00,,
East Asia,CHN,China,01/05/2002,2002,,,,,,0.00,,
East Asia,CHN,China,01/06/2002,2002,,,,,,0.00,,
East Asia,CHN,China,01/07/2002,2002,,,,,,0.00,,
East Asia,CHN,China,01/08/2002,2002,,,,,,0.00,,
East Asia,CHN,China,01/09/2002,2002,,,,,,0.00,,
East Asia,CHN,China,01/10/2002,2002,,,,,,0.00,,
East Asia,CHN,China,01/11/2002,2002,,,,,,0.00,,
East Asia,CHN,China,01/12/2002,2002,25.92,,14.33,5.09,15.30,0.00,,Upper middle income
East Asia,CHN,China,01/01/2003,2003,,,,,,0.00,0.37,
East Asia,CHN,China,01/02/2003,2003,,,,,,0.01,0.17,
East Asia,CHN,China,01/03/2003,2003,,,,,,0.00,0.88,
East Asia,CHN,China,01/04/2003,2003,,,,,,0.00,0.98,
East Asia,CHN,China,01/05/2003,2003,,,,,,0.00,0.57,
East Asia,CHN,China,01/06/2003,2003,,,,,,0.00,0.27,
East Asia,CHN,China,01/07/2003,2003,,,,,,0.01,0.47,
East Asia,CHN,China,01/08/2003,2003,,,,,,0.00,0.87,
East Asia,CHN,China,01/09/2003,2003,,,,,,0.00,1.07,
East Asia,CHN,China,01/10/2003,2003,,,,,,0.00,1.78,
East Asia,CHN,China,01/11/2003,2003,,,,,,0.00,2.90,
East Asia,CHN,China,01/12/2003,2003,26.80,,14.40,3.03,11.44,0.00,3.21,Upper middle income
East Asia,CHN,China,01/01/2004,2004,,,,,,0.00,3.21,
East Asia,CHN,China,01/02/2004,2004,,,,,,0.00,2.08,
East Asia,CHN,China,01/03/2004,2004,,,,,,0.00,3.01,
East Asia,CHN,China,01/04/2004,2004,,,,,,0.00,3.73,
East Asia,CHN,China,01/05/2004,2004,,,,,,0.00,4.36,
East Asia,CHN,China,01/06/2004,2004,,,,,,0.00,4.88,
East Asia,CHN,China,01/07/2004,2004,,,,,,-0.01,5.20,
East Asia,CHN,China,01/08/2004,2004,,,,,,0.00,5.20,
East Asia,CHN,China,01/09/2004,2004,,,,,,-0.01,5.10,
East Asia,CHN,China,01/10/2004,2004,,,,,,0.00,4.16,
East Asia,CHN,China,01/11/2004,2004,,,,,,0.00,2.82,
East Asia,CHN,China,01/12/2004,2004,26.39,,14.96,1.28,12.90,-0.01,2.31,Upper middle income
East Asia,CHN,China,01/01/2005,2005,,,,,,-0.01,1.80,
East Asia,CHN,China,01/02/2005,2005,,,,,,-0.01,3.84,
East Asia,CHN,China,01/03/2005,2005,,,,,,-0.01,2.60,
East Asia,CHN,China,01/04/2005,2005,,,,,,-0.01,1.78,
East Asia,CHN,China,01/05/2005,2005,,,,,,-0.01,1.68,
East Asia,CHN,China,01/06/2005,2005,,,,,,0.00,1.58,
East Asia,CHN,China,01/07/2005,2005,,,,,,-0.56,1.78,
East Asia,CHN,China,01/08/2005,2005,,,,,,-2.12,1.28,
East Asia,CHN,China,01/09/2005,2005,,,,,,-2.23,0.87,
East Asia,CHN,China,01/10/2005,2005,,,,,,-2.26,1.28,
East Asia,CHN,China,01/11/2005,2005,,,,,,-2.33,1.28,
East Asia,CHN,China,01/12/2005,2005,26.31,,15.22,1.10,14.17,-2.43,1.58,Upper middle income
East Asia,CHN,China,01/01/2006,2006,,,,,,-2.54,2.29,
East Asia,CHN,China,01/02/2006,2006,,,,,,-2.74,0.98,
East Asia,CHN,China,01/03/2006,2006,,,,,,-2.92,0.98,
East Asia,CHN,China,01/04/2006,2006,,,,,,-3.15,1.49,
East Asia,CHN,China,01/05/2006,2006,,,,,,-3.17,1.59,
East Asia,CHN,China,01/06/2006,2006,,,,,,-3.26,1.90,
East Asia,CHN,China,01/07/2006,2006,,,,,,-2.91,1.59,
East Asia,CHN,China,01/08/2006,2006,,,,,,-1.58,1.69,
East Asia,CHN,China,01/09/2006,2006,,,,,,-1.92,1.49,
East Asia,CHN,China,01/10/2006,2006,,,,,,-2.30,1.19,
East Asia,CHN,China,01/11/2006,2006,,,,,,-2.70,1.80,
East Asia,CHN,China,01/12/2006,2006,25.57,,15.81,0.85,15.39,-3.12,2.81,Upper middle income
East Asia,CHN,China,01/01/2007,2007,,,,,,-3.43,2.20,
East Asia,CHN,China,01/02/2007,2007,,,,,,-3.66,2.71,
East Asia,CHN,China,01/03/2007,2007,,,,,,-3.68,3.33,
East Asia,CHN,China,01/04/2007,2007,,,,,,-3.62,3.02,
East Asia,CHN,China,01/05/2007,2007,,,,,,-4.26,3.44,
East Asia,CHN,China,01/06/2007,2007,,,,,,-4.67,4.37,
East Asia,CHN,China,01/07/2007,2007,,,,,,-5.15,5.63,
East Asia,CHN,China,01/08/2007,2007,,,,,,-4.99,6.58,
East Asia,CHN,China,01/09/2007,2007,,,,,,-5.19,6.36,
East Asia,CHN,China,01/10/2007,2007,,,,,,-5.09,6.58,
East Asia,CHN,China,01/11/2007,2007,,,,,,-5.63,7.00,
East Asia,CHN,China,01/12/2007,2007,29.16,,16.20,0.65,18.10,-5.78,6.58,Upper middle income
East Asia,CHN,China,01/01/2008,2008,,,,,,-6.96,7.11,
East Asia,CHN,China,01/02/2008,2008,,,,,,-7.60,8.80,
East Asia,CHN,China,01/03/2008,2008,,,,,,-8.58,8.37,
East Asia,CHN,China,01/04/2008,2008,,,,,,-9.38,8.59,
East Asia,CHN,China,01/05/2008,2008,,,,,,-9.11,7.83,
East Asia,CHN,China,01/06/2008,2008,,,,,,-9.62,7.18,
East Asia,CHN,China,01/07/2008,2008,,,,,,-9.79,6.33,
East Asia,CHN,China,01/08/2008,2008,,,,,,-9.55,4.97,
East Asia,CHN,China,01/09/2008,2008,,,,,,-9.22,4.65,
East Asia,CHN,China,01/10/2008,2008,,,,,,-8.92,4.03,
East Asia,CHN,China,01/11/2008,2008,,,,,,-8.01,2.48,
East Asia,CHN,China,01/12/2008,2008,27.16,,16.81,0.59,19.15,-7.18,1.26,Upper middle income
East Asia,CHN,China,01/01/2009,2009,,,,,,-5.65,0.96,
East Asia,CHN,China,01/02/2009,2009,,,,,,-4.60,,
East Asia,CHN,China,01/03/2009,2009,,,,,,-3.35,,
East Asia,CHN,China,01/04/2009,2009,,,,,,-2.42,,
East Asia,CHN,China,01/05/2009,2009,,,,,,-2.14,,
East Asia,CHN,China,01/06/2009,2009,,,,,,-0.94,,
East Asia,CHN,China,01/07/2009,2009,,,,,,-0.08,,
East Asia,CHN,China,01/08/2009,2009,,,,,,-0.28,,
East Asia,CHN,China,01/09/2009,2009,,,,,,-0.02,,
East Asia,CHN,China,01/10/2009,2009,,,,,,-0.06,,
East Asia,CHN,China,01/11/2009,2009,,,,,,-0.02,0.50,
East Asia,CHN,China,01/12/2009,2009,34.57,,17.00,0.64,25.39,-0.22,1.70,Upper middle income
East Asia,CHN,China,01/01/2010,2010,,,,,,-0.16,1.40,
East Asia,CHN,China,01/02/2010,2010,,,,,,-0.13,2.62,
East Asia,CHN,China,01/03/2010,2010,,,,,,-0.17,2.20,
East Asia,CHN,China,01/04/2010,2010,,,,,,-0.07,2.62,
East Asia,CHN,China,01/05/2010,2010,,,,,,0.04,2.82,
East Asia,CHN,China,01/06/2010,2010,,,,,,-0.25,2.72,
East Asia,CHN,China,01/07/2010,2010,,,,,,-0.80,3.13,
East Asia,CHN,China,01/08/2010,2010,,,,,,-0.62,3.23,
East Asia,CHN,China,01/09/2010,2010,,,,,,-1.27,3.43,
East Asia,CHN,China,01/10/2010,2010,,,,,,-2.26,4.26,
East Asia,CHN,China,01/11/2010,2010,,,,,,-2.51,5.09,
East Asia,CHN,China,01/12/2010,2010,33.92,,17.06,0.77,21.83,-2.55,4.57,Upper middle income
East Asia,CHN,China,01/01/2011,2011,,,,,,-3.28,5.00,
East Asia,CHN,China,01/02/2011,2011,,,,,,-3.56,5.07,
East Asia,CHN,China,01/03/2011,2011,,,,,,-3.81,5.60,
East Asia,CHN,China,01/04/2011,2011,,,,,,-4.35,5.50,
East Asia,CHN,China,01/05/2011,2011,,,,,,-4.80,5.70,
East Asia,CHN,China,01/06/2011,2011,,,,,,-4.97,6.67,
East Asia,CHN,China,01/07/2011,2011,,,,,,-4.67,6.71,
East Asia,CHN,China,01/08/2011,2011,,,,,,-5.61,6.37,
East Asia,CHN,China,01/09/2011,2011,,,,,,-5.33,6.24,
East Asia,CHN,China,01/10/2011,2011,,,,,,-4.75,5.60,
East Asia,CHN,China,01/11/2011,2011,,,,,,-4.76,4.25,
East Asia,CHN,China,01/12/2011,2011,33.77,,17.67,0.66,19.13,-4.88,4.03,Upper middle income
East Asia,CHN,China,01/01/2012,2012,,,,,,-4.36,4.54,
East Asia,CHN,China,01/02/2012,2012,,,,,,-4.31,3.13,
East Asia,CHN,China,01/03/2012,2012,,,,,,-3.93,3.52,
East Asia,CHN,China,01/04/2012,2012,,,,,,-3.56,3.33,
East Asia,CHN,China,01/05/2012,2012,,,,,,-2.99,2.94,
East Asia,CHN,China,01/06/2012,2012,,,,,,-2.47,2.06,
East Asia,CHN,China,01/07/2012,2012,,,,,,-2.12,1.70,
East Asia,CHN,China,01/08/2012,2012,,,,,,-1.07,2.08,
East Asia,CHN,China,01/09/2012,2012,,,,,,-0.68,1.91,
East Asia,CHN,China,01/10/2012,2012,,,,,,-0.66,1.71,
East Asia,CHN,China,01/11/2012,2012,,,,,,-0.69,2.07,
East Asia,CHN,China,01/12/2012,2012,34.39,,17.67,0.45,19.08,-0.61,2.53,Upper middle income
East Asia,CHN,China,01/01/2013,2013,,,,,,-0.59,2.02,
East Asia,CHN,China,01/02/2013,2013,,,,,,-0.26,3.24,
East Asia,CHN,China,01/03/2013,2013,,,,,,-0.53,2.12,
East Asia,CHN,China,01/04/2013,2013,,,,,,-0.79,2.42,
East Asia,CHN,China,01/05/2013,2013,,,,,,-1.71,2.09,
East Asia,CHN,China,01/06/2013,2013,,,,,,-2.33,2.66,
East Asia,CHN,China,01/07/2013,2013,,,,,,-2.41,2.67,
East Asia,CHN,China,01/08/2013,2013,,,,,,-2.67,2.52,
East Asia,CHN,China,01/09/2013,2013,,,,,,-2.86,3.02,
East Asia,CHN,China,01/10/2013,2013,,,,,,-2.75,3.23,
East Asia,CHN,China,01/11/2013,2013,,,,,,-2.51,2.95,
East Asia,CHN,China,01/12/2013,2013,37.04,,17.67,0.48,19.54,-2.75,2.51,Upper middle income
East Asia,CHN,China,01/01/2014,2014,,,,,,-2.78,2.51,
East Asia,CHN,China,01/02/2014,2014,,,,,,-2.72,1.91,
East Asia,CHN,China,01/03/2014,2014,,,,,,-2.19,2.31,
East Asia,CHN,China,01/04/2014,2014,,,,,,-1.47,1.70,
East Asia,CHN,China,01/05/2014,2014,,,,,,-0.56,2.41,
East Asia,CHN,China,01/06/2014,2014,,,,,,-0.23,2.31,
East Asia,CHN,China,01/07/2014,2014,,,,,,-0.07,2.21,
East Asia,CHN,China,01/08/2014,2014,,,,,,-0.16,1.90,
East Asia,CHN,China,01/09/2014,2014,,,,,,-0.10,1.61,
East Asia,CHN,China,01/10/2014,2014,,,,,,0.06,1.51,
East Asia,CHN,China,01/11/2014,2014,,,,,,0.11,1.30,
East Asia,CHN,China,01/12/2014,2014,39.97,,17.67,0.54,18.97,0.11,1.41,Upper middle income
East Asia,CHN,China,01/01/2015,2015,,,,,,0.38,0.71,
East Asia,CHN,China,01/02/2015,2015,,,,,,0.34,1.41,
East Asia,CHN,China,01/03/2015,2015,,,,,,0.22,1.32,
East Asia,CHN,China,01/04/2015,2015,,,,,,-0.41,1.53,
East Asia,CHN,China,01/05/2015,2015,,,,,,-0.79,1.22,
East Asia,CHN,China,01/06/2015,2015,,,,,,-0.65,1.32,
East Asia,CHN,China,01/07/2015,2015,,,,,,-0.82,1.73,
East Asia,CHN,China,01/08/2015,2015,,,,,,2.35,2.03,
East Asia,CHN,China,01/09/2015,2015,,,,,,3.53,1.62,
East Asia,CHN,China,01/10/2015,2015,,,,,,3.34,1.21,
East Asia,CHN,China,01/11/2015,2015,,,,,,3.58,1.52,
East Asia,CHN,China,01/12/2015,2015,41.49,,17.67,1.34,17.94,5.36,1.62,Upper middle income
East Asia,CHN,China,01/01/2016,2016,,,,,,7.29,1.81,
East Asia,CHN,China,01/02/2016,2016,,,,,,6.68,2.19,
East Asia,CHN,China,01/03/2016,2016,,,,,,5.80,2.30,
East Asia,CHN,China,01/04/2016,2016,,,,,,5.69,2.31,
East Asia,CHN,China,01/05/2016,2016,,,,,,6.78,2.11,
East Asia,CHN,China,01/06/2016,2016,,,,,,7.84,1.91,
East Asia,CHN,China,01/07/2016,2016,,,,,,9.19,1.70,
East Asia,CHN,China,01/08/2016,2016,,,,,,5.45,1.29,
East Asia,CHN,China,01/09/2016,2016,,,,,,4.76,1.89,
East Asia,CHN,China,01/10/2016,2016,,,,,,6.30,2.20,
East Asia,CHN,China,01/11/2016,2016,,,,,,7.38,2.30,
East Asia,CHN,China,01/12/2016,2016,50.70,,17.67,0.76,16.72,7.27,1.99,Upper middle income
East Asia,CHN,China,01/01/2017,2017,,,,,,4.93,2.57,
East Asia,CHN,China,01/02/2017,2017,,,,,,5.03,0.78,
East Asia,CHN,China,01/03/2017,2017,,,,,,6.00,0.98,
East Asia,CHN,China,01/04/2017,2017,,,,,,6.37,1.18,
East Asia,CHN,China,01/05/2017,2017,,,,,,5.53,1.67,
East Asia,CHN,China,01/06/2017,2017,,,,,,3.22,1.68,
East Asia,CHN,China,01/07/2017,2017,,,,,,1.39,1.38,
East Asia,CHN,China,01/08/2017,2017,,,,,,0.33,1.77,
East Asia,CHN,China,01/09/2017,2017,,,,,,-1.56,1.66,
East Asia,CHN,China,01/10/2017,2017,,,,,,-1.95,1.86,
East Asia,CHN,China,01/11/2017,2017,,,,,,-3.05,1.76,
East Asia,CHN,China,01/12/2017,2017,54.95,,17.37,0.69,15.42,-4.74,1.85,Upper middle income
East Asia,CHN,China,01/01/2018,2018,,,,,,-6.80,1.45,
East Asia,CHN,China,01/02/2018,2018,,,,,,-8.14,2.90,
East Asia,CHN,China,01/03/2018,2018,,,,,,-8.38,2.03,
East Asia,CHN,China,01/04/2018,2018,,,,,,-8.59,1.84,
East Asia,CHN,China,01/05/2018,2018,,,,,,-7.48,1.55,
East Asia,CHN,China,01/06/2018,2018,,,,,,-5.03,1.75,
East Asia,CHN,China,01/07/2018,2018,,,,,,-0.78,2.14,
East Asia,CHN,China,01/08/2018,2018,,,,,,2.71,2.32,
East Asia,CHN,China,01/09/2018,2018,,,,,,4.39,2.40,
East Asia,CHN,China,01/10/2018,2018,,,,,,4.82,2.50,
East Asia,CHN,China,01/11/2018,2018,,,,,,4.76,2.11,
East Asia,CHN,China,01/12/2018,2018,56.66,,17.00,0.73,13.14,4.43,1.91,Upper middle income
East Asia,CHN,China,01/01/2019,2019,,,,,13.75,5.58,1.71,
East Asia,CHN,China,01/02/2019,2019,,,,,13.75,6.69,1.50,
East Asia,CHN,China,01/03/2019,2019,,,,,13.75,6.21,2.28,
East Asia,CHN,China,01/04/2019,2019,,,,,13.75,6.62,2.57,
East Asia,CHN,China,01/05/2019,2019,,,,,13.75,7.78,2.76,
East Asia,CHN,China,01/06/2019,2019,,,,,13.75,6.74,2.67,
East Asia,CHN,China,01/07/2019,2019,,,,,13.75,2.36,2.76,
East Asia,CHN,China,01/08/2019,2019,,,,,13.75,3.07,2.83,
East Asia,CHN,China,01/09/2019,2019,,,,,13.75,3.78,3.00,
East Asia,CHN,China,01/10/2019,2019,,,,,13.75,2.12,3.75,
East Asia,CHN,China,01/11/2019,2019,,,,,13.75,1.12,4.51,
East Asia,CHN,China,01/12/2019,2019,60.40,,17.00,1.01,13.75,1.96,4.41,Upper middle income
East Asia,CHN,China,01/01/2020,2020,,,,,14.68,1.97,5.42,
East Asia,CHN,China,01/02/2020,2020,,,,,14.68,3.92,5.18,
East Asia,CHN,China,01/03/2020,2020,,,,,14.68,4.57,4.27,
East Asia,CHN,China,01/04/2020,2020,,,,,14.68,5.30,3.25,
East Asia,CHN,China,01/05/2020,2020,,,,,14.68,3.51,2.41,
East Asia,CHN,China,01/06/2020,2020,,,,,14.68,2.67,2.51,
East Asia,CHN,China,01/07/2020,2020,,,,,14.68,1.90,1.76,
East Asia,CHN,China,01/08/2020,2020,,,,,14.68,-1.88,2.39,
East Asia,CHN,China,01/09/2020,2020,,,,,14.68,-4.31,1.73,
East Asia,CHN,China,01/10/2020,2020,,,,,14.68,-5.38,0.54,
East Asia,CHN,China,01/11/2020,2020,,,,,14.68,-5.84,,
East Asia,CHN,China,01/12/2020,2020,70.14,,17.00,1.10,14.68,-6.79,0.27,Upper middle income
East Asia,CHN,China,01/01/2021,2021,,,,,11.66,-6.54,,
East Asia,CHN,China,01/02/2021,2021,,,,,11.66,-7.72,,
East Asia,CHN,China,01/03/2021,2021,,,,,11.66,-7.25,0.32,
East Asia,CHN,China,01/04/2021,2021,,,,,11.66,-7.83,0.92,
East Asia,CHN,China,01/05/2021,2021,,,,,11.66,-9.57,1.64,
East Asia,CHN,China,01/06/2021,2021,,,,,11.66,-9.33,1.24,
East Asia,CHN,China,01/07/2021,2021,,,,,11.66,-7.61,1.91,
East Asia,CHN,China,01/08/2021,2021,,,,,11.66,-6.54,0.64,
East Asia,CHN,China,01/09/2021,2021,,,,,11.66,-5.18,0.46,
East Asia,CHN,China,01/10/2021,2021,,,,,11.66,-4.34,1.43,
East Asia,CHN,China,01/11/2021,2021,,,,,11.66,-3.30,2.48,
East Asia,CHN,China,01/12/2021,2021,71.84,,17.00,1.30,11.66,-2.70,1.44,Upper middle income
East Asia,CHN,China,01/01/2022,2022,,,,,,-1.74,0.99,
East Asia,CHN,China,01/02/2022,2022,,,,,,-1.83,0.99,
East Asia,CHN,China,01/03/2022,2022,,,,,,-2.53,1.49,
East Asia,CHN,China,01/04/2022,2022,,,,,,-1.31,2.18,
East Asia,CHN,China,01/05/2022,2022,,,,,,4.46,2.09,
East Asia,CHN,China,01/06/2022,2022,,,,,,4.23,2.50,
East Asia,CHN,China,01/07/2022,2022,,,,,,4.03,2.69,
East Asia,CHN,China,01/08/2022,2022,,,,,12.97,5.03,2.49,
East Asia,CHN,China,01/09/2022,2022,,,,,,8.89,2.78,
East Asia,CHN,China,01/10/2022,2022,,,,,,12.69,2.17,
East Asia,CHN,China,01/11/2022,2022,,,,,13.80,12.37,1.57,
East Asia,CHN,China,01/12/2022,2022,77.10,,,,13.70,9.67,1.78,Upper middle income
East Asia,CHN,China,01/01/2023,2023,,,,,,6.91,2.06,
East Asia,CHN,China,01/02/2023,2023,,,,,,7.79,0.98,
East Asia,CHN,China,01/03/2023,2023,,,,,,8.70,0.68,
East Asia,CHN,China,01/04/2023,2023,,,,,,,,
East Asia,CHN,China,01/05/2023,2023,,,,,,,,
East Asia,CHN,China,01/06/2023,2023,,,,,,,,
East Asia,CHN,China,01/07/2023,2023,,,,,,,,
East Asia,CHN,China,01/08/2023,2023,,,,,,,,
East Asia,CHN,China,01/09/2023,2023,,,,,,,,
East Asia,CHN,China,01/10/2023,2023,,,,,,,,
East Asia,CHN,China,01/11/2023,2023,,,,,,,,
East Asia,CHN,China,01/12/2023,2023,,,,,,,,Upper middle income
East Asia,PRK,Democratic People's Republic of Korea,01/01/2000,2000,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/02/2000,2000,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/03/2000,2000,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/04/2000,2000,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/05/2000,2000,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/06/2000,2000,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/07/2000,2000,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/08/2000,2000,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/09/2000,2000,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/10/2000,2000,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/11/2000,2000,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/12/2000,2000,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/01/2001,2001,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/02/2001,2001,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/03/2001,2001,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/04/2001,2001,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/05/2001,2001,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/06/2001,2001,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/07/2001,2001,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/08/2001,2001,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/09/2001,2001,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/10/2001,2001,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/11/2001,2001,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/12/2001,2001,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/01/2002,2002,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/02/2002,2002,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/03/2002,2002,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/04/2002,2002,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/05/2002,2002,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/06/2002,2002,,,,,,,,
East Asia,PRK,Democratic People's Republic of Korea,01/07/2002,2002,,,,,,,,
